time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,height_m
897.6,-3001965.285,9538773.738,0,-6022.286801,-1895.285119,0,3621863
897.7,-3002567.508,9538584.191,0,-6022.167131,-1895.665331,0,3621863
897.8,-3003169.719,9538394.605,0,-6022.047436,-1896.045536,0,3621863
897.9,-3003771.918,9538204.981,0,-6021.927718,-1896.425733,0,3621863
898,-3004374.104,9538015.32,0,-6021.807976,-1896.805922,0,3621863
898.1,-3004976.279,9537825.62,0,-6021.688209,-1897.186104,0,3621863
898.2,-3005578.442,9537635.883,0,-6021.568419,-1897.566278,0,3621863
898.3,-3006180.593,9537446.107,0,-6021.448604,-1897.946445,0,3621863
898.4,-3006782.732,9537256.293,0,-6021.328766,-1898.326604,0,3621863
898.5,-3007384.859,9537066.442,0,-6021.208903,-1898.706756,0,3621863
898.6,-3007986.974,9536876.552,0,-6021.089017,-1899.0869,0,3621863
898.7,-3008589.076,9536686.624,0,-6020.969106,-1899.467037,0,3621863
898.8,-3009191.167,9536496.659,0,-6020.849172,-1899.847166,0,3621863
898.9,-3009793.246,9536306.655,0,-6020.729213,-1900.227287,0,3621863
899,-3010395.313,9536116.613,0,-6020.609231,-1900.607401,0,3621863
899.1,-3010997.368,9535926.533,0,-6020.489224,-1900.987507,0,3621863
899.2,-3011599.411,9535736.416,0,-6020.369194,-1901.367606,0,3621863
899.3,-3012201.442,9535546.26,0,-6020.249139,-1901.747697,0,3621863
899.4,-3012803.461,9535356.066,0,-6020.129061,-1902.12778,0,3621863
899.5,-3013405.468,9535165.834,0,-6020.008958,-1902.507856,0,3621863
899.6,-3014007.463,9534975.564,0,-6019.888832,-1902.887925,0,3621863
899.7,-3014609.446,9534785.257,0,-6019.768681,-1903.267985,0,3621863
899.8,-3015211.416,9534594.911,0,-6019.648507,-1903.648039,0,3621863
899.9,-3015813.375,9534404.527,0,-6019.528308,-1904.028084,0,3621863
900,-3016415.322,9534214.105,0,-6019.408086,-1904.408122,0,3621863
900.1,-3017017.257,9534023.645,0,-6019.287839,-1904.788152,0,3621863
900.2,-3017619.18,9533833.148,0,-6019.167569,-1905.168175,0,3621863
900.3,-3018221.09,9533642.612,0,-6019.047275,-1905.548191,0,3621863
900.4,-3018822.989,9533452.038,0,-6018.926956,-1905.928198,0,3621863
900.5,-3019424.876,9533261.426,0,-6018.806614,-1906.308198,0,3621863
900.6,-3020026.75,9533070.776,0,-6018.686247,-1906.688191,0,3621863
900.7,-3020628.613,9532880.089,0,-6018.565857,-1907.068175,0,3621863
900.8,-3021230.464,9532689.363,0,-6018.445443,-1907.448153,0,3621863
900.9,-3021832.302,9532498.599,0,-6018.325004,-1907.828122,0,3621863
901,-3022434.129,9532307.797,0,-6018.204542,-1908.208084,0,3621863
901.1,-3023035.943,9532116.957,0,-6018.084055,-1908.588039,0,3621863
901.2,-3023637.745,9531926.079,0,-6017.963545,-1908.967985,0,3621863
901.3,-3024239.536,9531735.164,0,-6017.843011,-1909.347925,0,3621863
901.4,-3024841.314,9531544.21,0,-6017.722452,-1909.727856,0,3621863
901.5,-3025443.08,9531353.218,0,-6017.60187,-1910.10778,0,3621863
901.6,-3026044.834,9531162.188,0,-6017.481264,-1910.487697,0,3621863
901.7,-3026646.576,9530971.121,0,-6017.360634,-1910.867605,0,3621863
901.8,-3027248.306,9530780.015,0,-6017.239979,-1911.247506,0,3621863
901.9,-3027850.024,9530588.871,0,-6017.119301,-1911.6274,0,3621863
902,-3028451.73,9530397.689,0,-6016.998599,-1912.007286,0,3621863
902.1,-3029053.424,9530206.47,0,-6016.877873,-1912.387164,0,3621863
902.2,-3029655.106,9530015.212,0,-6016.757122,-1912.767035,0,3621863
902.3,-3030256.776,9529823.916,0,-6016.636348,-1913.146898,0,3621863
902.4,-3030858.433,9529632.583,0,-6016.51555,-1913.526753,0,3621863
902.5,-3031460.079,9529441.211,0,-6016.394728,-1913.906601,0,3621863
902.6,-3032061.712,9529249.801,0,-6016.273882,-1914.286441,0,3621863
902.7,-3032663.333,9529058.354,0,-6016.153012,-1914.666273,0,3621863
902.8,-3033264.943,9528866.868,0,-6016.032118,-1915.046098,0,3621863
902.9,-3033866.54,9528675.344,0,-6015.9112,-1915.425916,0,3621863
903,-3034468.125,9528483.783,0,-6015.790258,-1915.805725,0,3621863
903.1,-3035069.698,9528292.183,0,-6015.669292,-1916.185527,0,3621863
903.2,-3035671.259,9528100.546,0,-6015.548302,-1916.565321,0,3621863
903.3,-3036272.808,9527908.87,0,-6015.427288,-1916.945108,0,3621863
903.4,-3036874.344,9527717.157,0,-6015.30625,-1917.324887,0,3621863
903.5,-3037475.869,9527525.405,0,-6015.185188,-1917.704659,0,3621863
903.6,-3038077.381,9527333.616,0,-6015.064102,-1918.084422,0,3621863
903.7,-3038678.882,9527141.788,0,-6014.942992,-1918.464178,0,3621863
903.8,-3039280.37,9526949.923,0,-6014.821858,-1918.843927,0,3621863
903.9,-3039881.846,9526758.02,0,-6014.7007,-1919.223668,0,3621863
904,-3040483.31,9526566.078,0,-6014.579518,-1919.603401,0,3621863
904.1,-3041084.762,9526374.099,0,-6014.458313,-1919.983126,0,3621863
904.2,-3041686.202,9526182.082,0,-6014.337083,-1920.362844,0,3621863
904.3,-3042287.629,9525990.026,0,-6014.215829,-1920.742554,0,3621863
904.4,-3042889.045,9525797.933,0,-6014.094551,-1921.122257,0,3621863
904.5,-3043490.448,9525605.802,0,-6013.97325,-1921.501952,0,3621863
904.6,-3044091.84,9525413.633,0,-6013.851924,-1921.881639,0,3621863
904.7,-3044693.219,9525221.425,0,-6013.730574,-1922.261319,0,3621863
904.8,-3045294.586,9525029.18,0,-6013.609201,-1922.640991,0,3621863
904.9,-3045895.94,9524836.897,0,-6013.487803,-1923.020655,0,3621863
905,-3046497.283,9524644.576,0,-6013.366382,-1923.400312,0,3621863
905.1,-3047098.614,9524452.217,0,-6013.244936,-1923.77996,0,3621863
905.2,-3047699.932,9524259.82,0,-6013.123467,-1924.159602,0,3621863
905.3,-3048301.238,9524067.385,0,-6013.001973,-1924.539235,0,3621863
905.4,-3048902.533,9523874.912,0,-6012.880456,-1924.918861,0,3621863
905.5,-3049503.815,9523682.402,0,-6012.758915,-1925.298479,0,3621863
905.6,-3050105.084,9523489.853,0,-6012.637349,-1925.67809,0,3621863
905.7,-3050706.342,9523297.266,0,-6012.51576,-1926.057693,0,3621863
905.8,-3051307.587,9523104.641,0,-6012.394147,-1926.437288,0,3621863
905.9,-3051908.821,9522911.978,0,-6012.272509,-1926.816876,0,3621863
906,-3052510.042,9522719.278,0,-6012.150848,-1927.196455,0,3621863
906.1,-3053111.251,9522526.539,0,-6012.029163,-1927.576028,0,3621863
906.2,-3053712.448,9522333.763,0,-6011.907454,-1927.955592,0,3621863
906.3,-3054313.632,9522140.948,0,-6011.785721,-1928.335149,0,3621863
906.4,-3054914.805,9521948.096,0,-6011.663964,-1928.714698,0,3621863
906.5,-3055515.965,9521755.205,0,-6011.542183,-1929.094239,0,3621863
906.6,-3056117.113,9521562.277,0,-6011.420378,-1929.473773,0,3621863
906.7,-3056718.249,9521369.31,0,-6011.298549,-1929.853299,0,3621863
906.8,-3057319.373,9521176.306,0,-6011.176696,-1930.232818,0,3621863
906.9,-3057920.485,9520983.264,0,-6011.054819,-1930.612328,0,3621863
907,-3058521.584,9520790.184,0,-6010.932918,-1930.991831,0,3621863
907.1,-3059122.671,9520597.065,0,-6010.810993,-1931.371326,0,3621863
907.2,-3059723.746,9520403.909,0,-6010.689045,-1931.750814,0,3621863
907.3,-3060324.809,9520210.715,0,-6010.567072,-1932.130294,0,3621863
907.4,-3060925.86,9520017.483,0,-6010.445075,-1932.509766,0,3621863
907.5,-3061526.898,9519824.213,0,-6010.323055,-1932.889231,0,3621863
907.6,-3062127.924,9519630.905,0,-6010.20101,-1933.268687,0,3621863
907.7,-3062728.938,9519437.56,0,-6010.078942,-1933.648136,0,3621863
907.8,-3063329.94,9519244.176,0,-6009.956849,-1934.027578,0,3621863
907.9,-3063930.93,9519050.754,0,-6009.834733,-1934.407011,0,3621863
908,-3064531.907,9518857.294,0,-6009.712592,-1934.786437,0,3621863
908.1,-3065132.872,9518663.797,0,-6009.590428,-1935.165855,0,3621863
908.2,-3065733.825,9518470.261,0,-6009.46824,-1935.545266,0,3621863
908.3,-3066334.766,9518276.688,0,-6009.346027,-1935.924669,0,3621863
908.4,-3066935.694,9518083.076,0,-6009.223791,-1936.304064,0,3621863
908.5,-3067536.611,9517889.427,0,-6009.101531,-1936.683451,0,3621863
908.6,-3068137.515,9517695.74,0,-6008.979247,-1937.062831,0,3621863
908.7,-3068738.406,9517502.014,0,-6008.856939,-1937.442203,0,3621863
908.8,-3069339.286,9517308.251,0,-6008.734607,-1937.821567,0,3621863
908.9,-3069940.153,9517114.45,0,-6008.612251,-1938.200923,0,3621863
909,-3070541.008,9516920.611,0,-6008.489871,-1938.580272,0,3621863
909.1,-3071141.851,9516726.734,0,-6008.367467,-1938.959613,0,3621863
909.2,-3071742.682,9516532.819,0,-6008.245039,-1939.338946,0,3621863
909.3,-3072343.5,9516338.866,0,-6008.122587,-1939.718272,0,3621863
909.4,-3072944.306,9516144.875,0,-6008.000112,-1940.09759,0,3621863
909.5,-3073545.1,9515950.847,0,-6007.877612,-1940.4769,0,3621863
909.6,-3074145.882,9515756.78,0,-6007.755088,-1940.856202,0,3621863
909.7,-3074746.651,9515562.675,0,-6007.632541,-1941.235497,0,3621863
909.8,-3075347.409,9515368.533,0,-6007.509969,-1941.614784,0,3621863
909.9,-3075948.153,9515174.352,0,-6007.387374,-1941.994063,0,3621863
910,-3076548.886,9514980.134,0,-6007.264754,-1942.373334,0,3621863
910.1,-3077149.606,9514785.878,0,-6007.142111,-1942.752598,0,3621863
910.2,-3077750.314,9514591.584,0,-6007.019444,-1943.131854,0,3621863
910.3,-3078351.01,9514397.251,0,-6006.896753,-1943.511102,0,3621863
910.4,-3078951.694,9514202.881,0,-6006.774037,-1943.890342,0,3621863
910.5,-3079552.365,9514008.473,0,-6006.651298,-1944.269575,0,3621863
910.6,-3080153.024,9513814.027,0,-6006.528535,-1944.6488,0,3621863
910.7,-3080753.671,9513619.544,0,-6006.405748,-1945.028017,0,3621863
910.8,-3081354.305,9513425.022,0,-6006.282937,-1945.407227,0,3621863
910.9,-3081954.927,9513230.462,0,-6006.160102,-1945.786428,0,3621863
911,-3082555.537,9513035.865,0,-6006.037244,-1946.165622,0,3621863
911.1,-3083156.135,9512841.229,0,-6005.914361,-1946.544808,0,3621863
911.2,-3083756.72,9512646.556,0,-6005.791454,-1946.923987,0,3621863
911.3,-3084357.293,9512451.844,0,-6005.668523,-1947.303157,0,3621863
911.4,-3084957.854,9512257.095,0,-6005.545569,-1947.68232,0,3621863
911.5,-3085558.402,9512062.308,0,-6005.42259,-1948.061475,0,3621863
911.6,-3086158.938,9511867.483,0,-6005.299588,-1948.440623,0,3621863
911.7,-3086759.462,9511672.62,0,-6005.176561,-1948.819762,0,3621863
911.8,-3087359.974,9511477.719,0,-6005.053511,-1949.198894,0,3621863
911.9,-3087960.473,9511282.78,0,-6004.930437,-1949.578018,0,3621863
912,-3088560.96,9511087.803,0,-6004.807339,-1949.957134,0,3621863
912.1,-3089161.434,9510892.788,0,-6004.684217,-1950.336243,0,3621863
912.2,-3089761.897,9510697.736,0,-6004.56107,-1950.715343,0,3621863
912.3,-3090362.346,9510502.645,0,-6004.4379,-1951.094436,0,3621863
912.4,-3090962.784,9510307.517,0,-6004.314706,-1951.473522,0,3621863
912.5,-3091563.209,9510112.351,0,-6004.191489,-1951.852599,0,3621863
912.6,-3092163.622,9509917.146,0,-6004.068247,-1952.231669,0,3621863
912.7,-3092764.023,9509721.904,0,-6003.944981,-1952.61073,0,3621863
912.8,-3093364.411,9509526.624,0,-6003.821691,-1952.989784,0,3621863
912.9,-3093964.787,9509331.306,0,-6003.698378,-1953.368831,0,3621863
913,-3094565.151,9509135.951,0,-6003.57504,-1953.747869,0,3621863
913.1,-3095165.502,9508940.557,0,-6003.451679,-1954.1269,0,3621863
913.2,-3095765.841,9508745.125,0,-6003.328293,-1954.505923,0,3621863
913.3,-3096366.168,9508549.656,0,-6003.204884,-1954.884938,0,3621863
913.4,-3096966.482,9508354.148,0,-6003.081451,-1955.263945,0,3621863
913.5,-3097566.784,9508158.603,0,-6002.957994,-1955.642945,0,3621863
913.6,-3098167.074,9507963.02,0,-6002.834512,-1956.021936,0,3621863
913.7,-3098767.351,9507767.398,0,-6002.711007,-1956.40092,0,3621863
913.8,-3099367.616,9507571.739,0,-6002.587478,-1956.779896,0,3621863
913.9,-3099967.869,9507376.042,0,-6002.463926,-1957.158865,0,3621863
914,-3100568.109,9507180.308,0,-6002.340349,-1957.537825,0,3621863
914.1,-3101168.337,9506984.535,0,-6002.216748,-1957.916778,0,3621863
914.2,-3101768.552,9506788.724,0,-6002.093123,-1958.295723,0,3621863
914.3,-3102368.755,9506592.876,0,-6001.969475,-1958.67466,0,3621863
914.4,-3102968.946,9506396.989,0,-6001.845802,-1959.053589,0,3621863
914.5,-3103569.125,9506201.065,0,-6001.722106,-1959.432511,0,3621863
914.6,-3104169.291,9506005.103,0,-6001.598385,-1959.811425,0,3621863
914.7,-3104769.444,9505809.103,0,-6001.474641,-1960.19033,0,3621863
914.8,-3105369.586,9505613.065,0,-6001.350873,-1960.569229,0,3621863
914.9,-3105969.714,9505416.989,0,-6001.227081,-1960.948119,0,3621863
915,-3106569.831,9505220.875,0,-6001.103265,-1961.327001,0,3621863
915.1,-3107169.935,9505024.724,0,-6000.979425,-1961.705876,0,3621863
915.2,-3107770.027,9504828.534,0,-6000.855561,-1962.084743,0,3621863
915.3,-3108370.106,9504632.307,0,-6000.731673,-1962.463602,0,3621863
915.4,-3108970.173,9504436.041,0,-6000.607761,-1962.842453,0,3621863
915.5,-3109570.228,9504239.738,0,-6000.483826,-1963.221296,0,3621863
915.6,-3110170.27,9504043.397,0,-6000.359866,-1963.600132,0,3621863
915.7,-3110770.3,9503847.018,0,-6000.235883,-1963.978959,0,3621863
915.8,-3111370.317,9503650.601,0,-6000.111875,-1964.357779,0,3621863
915.9,-3111970.322,9503454.146,0,-5999.987844,-1964.736591,0,3621863
916,-3112570.315,9503257.654,0,-5999.863789,-1965.115395,0,3621863
916.1,-3113170.295,9503061.123,0,-5999.73971,-1965.494192,0,3621863
916.2,-3113770.263,9502864.555,0,-5999.615607,-1965.87298,0,3621863
916.3,-3114370.218,9502667.949,0,-5999.49148,-1966.251761,0,3621863
916.4,-3114970.161,9502471.305,0,-5999.367329,-1966.630534,0,3621863
916.5,-3115570.091,9502274.623,0,-5999.243154,-1967.009299,0,3621863
916.6,-3116170.01,9502077.903,0,-5999.118955,-1967.388056,0,3621863
916.7,-3116769.915,9501881.145,0,-5998.994732,-1967.766805,0,3621863
916.8,-3117369.808,9501684.349,0,-5998.870486,-1968.145547,0,3621863
916.9,-3117969.689,9501487.516,0,-5998.746216,-1968.52428,0,3621863
917,-3118569.558,9501290.645,0,-5998.621921,-1968.903006,0,3621863
917.1,-3119169.414,9501093.735,0,-5998.497603,-1969.281724,0,3621863
917.2,-3119769.257,9500896.788,0,-5998.373261,-1969.660434,0,3621863
917.3,-3120369.088,9500699.803,0,-5998.248895,-1970.039136,0,3621863
917.4,-3120968.907,9500502.78,0,-5998.124505,-1970.417831,0,3621863
917.5,-3121568.713,9500305.72,0,-5998.000091,-1970.796517,0,3621863
917.6,-3122168.507,9500108.621,0,-5997.875653,-1971.175196,0,3621863
917.7,-3122768.288,9499911.485,0,-5997.751191,-1971.553867,0,3621863
917.8,-3123368.057,9499714.31,0,-5997.626705,-1971.93253,0,3621863
917.9,-3123967.814,9499517.098,0,-5997.502196,-1972.311185,0,3621863
918,-3124567.558,9499319.848,0,-5997.377662,-1972.689832,0,3621863
918.1,-3125167.289,9499122.56,0,-5997.253105,-1973.068471,0,3621863
918.2,-3125767.008,9498925.234,0,-5997.128524,-1973.447103,0,3621863
918.3,-3126366.715,9498727.871,0,-5997.003919,-1973.825727,0,3621863
918.4,-3126966.409,9498530.469,0,-5996.87929,-1974.204342,0,3621863
918.5,-3127566.091,9498333.03,0,-5996.754637,-1974.58295,0,3621863
918.6,-3128165.76,9498135.553,0,-5996.62996,-1974.96155,0,3621863
918.7,-3128765.417,9497938.038,0,-5996.505259,-1975.340142,0,3621863
918.8,-3129365.061,9497740.485,0,-5996.380534,-1975.718727,0,3621863
918.9,-3129964.693,9497542.894,0,-5996.255786,-1976.097303,0,3621863
919,-3130564.312,9497345.265,0,-5996.131013,-1976.475872,0,3621863
919.1,-3131163.919,9497147.599,0,-5996.006217,-1976.854432,0,3621863
919.2,-3131763.514,9496949.894,0,-5995.881397,-1977.232985,0,3621863
919.3,-3132363.095,9496752.152,0,-5995.756552,-1977.61153,0,3621863
919.4,-3132962.665,9496554.372,0,-5995.631684,-1977.990067,0,3621863
919.5,-3133562.222,9496356.554,0,-5995.506792,-1978.368596,0,3621863
919.6,-3134161.766,9496158.698,0,-5995.381877,-1978.747117,0,3621863
919.7,-3134761.298,9495960.805,0,-5995.256937,-1979.125631,0,3621863
919.8,-3135360.818,9495762.873,0,-5995.131973,-1979.504136,0,3621863
919.9,-3135960.325,9495564.904,0,-5995.006986,-1979.882634,0,3621863
920,-3136559.819,9495366.897,0,-5994.881974,-1980.261124,0,3621863
920.1,-3137159.301,9495168.852,0,-5994.756939,-1980.639605,0,3621863
920.2,-3137758.77,9494970.769,0,-5994.631879,-1981.018079,0,3621863
920.3,-3138358.227,9494772.648,0,-5994.506796,-1981.396545,0,3621863
920.4,-3138957.672,9494574.489,0,-5994.381689,-1981.775003,0,3621863
920.5,-3139557.104,9494376.293,0,-5994.256558,-1982.153454,0,3621863
920.6,-3140156.523,9494178.059,0,-5994.131403,-1982.531896,0,3621863
920.7,-3140755.93,9493979.787,0,-5994.006225,-1982.91033,0,3621863
920.8,-3141355.324,9493781.477,0,-5993.881022,-1983.288757,0,3621863
920.9,-3141954.706,9493583.129,0,-5993.755796,-1983.667175,0,3621863
921,-3142554.075,9493384.743,0,-5993.630545,-1984.045586,0,3621863
921.1,-3143153.432,9493186.32,0,-5993.505271,-1984.423989,0,3621863
921.2,-3143752.776,9492987.858,0,-5993.379973,-1984.802384,0,3621863
921.3,-3144352.108,9492789.359,0,-5993.254651,-1985.180771,0,3621863
921.4,-3144951.427,9492590.822,0,-5993.129305,-1985.55915,0,3621863
921.5,-3145550.734,9492392.247,0,-5993.003935,-1985.937521,0,3621863
921.6,-3146150.028,9492193.635,0,-5992.878541,-1986.315884,0,3621863
921.7,-3146749.31,9491994.984,0,-5992.753124,-1986.694239,0,3621863
921.8,-3147348.579,9491796.296,0,-5992.627682,-1987.072587,0,3621863
921.9,-3147947.835,9491597.57,0,-5992.502217,-1987.450926,0,3621863
922,-3148547.079,9491398.806,0,-5992.376727,-1987.829258,0,3621863
922.1,-3149146.311,9491200.004,0,-5992.251214,-1988.207581,0,3621863
922.2,-3149745.529,9491001.164,0,-5992.125677,-1988.585897,0,3621863
922.3,-3150344.736,9490802.287,0,-5992.000116,-1988.964205,0,3621863
922.4,-3150943.93,9490603.371,0,-5991.874531,-1989.342505,0,3621863
922.5,-3151543.111,9490404.418,0,-5991.748923,-1989.720796,0,3621863
922.6,-3152142.279,9490205.427,0,-5991.62329,-1990.09908,0,3621863
922.7,-3152741.435,9490006.398,0,-5991.497634,-1990.477357,0,3621863
922.8,-3153340.579,9489807.332,0,-5991.371953,-1990.855625,0,3621863
922.9,-3153939.71,9489608.227,0,-5991.246249,-1991.233885,0,3621863
923,-3154538.828,9489409.085,0,-5991.120521,-1991.612137,0,3621863
923.1,-3155137.934,9489209.905,0,-5990.994769,-1991.990381,0,3621863
923.2,-3155737.027,9489010.687,0,-5990.868993,-1992.368618,0,3621863
923.3,-3156336.108,9488811.431,0,-5990.743193,-1992.746846,0,3621863
923.4,-3156935.176,9488612.138,0,-5990.61737,-1993.125067,0,3621863
923.5,-3157534.231,9488412.806,0,-5990.491522,-1993.503279,0,3621863
923.6,-3158133.274,9488213.437,0,-5990.365651,-1993.881484,0,3621863
923.7,-3158732.304,9488014.03,0,-5990.239755,-1994.25968,0,3621863
923.8,-3159331.322,9487814.585,0,-5990.113836,-1994.637869,0,3621863
923.9,-3159930.327,9487615.102,0,-5989.987893,-1995.01605,0,3621863
924,-3160529.319,9487415.582,0,-5989.861926,-1995.394222,0,3621863
924.1,-3161128.299,9487216.023,0,-5989.735936,-1995.772387,0,3621863
924.2,-3161727.267,9487016.427,0,-5989.609921,-1996.150544,0,3621863
924.3,-3162326.221,9486816.793,0,-5989.483882,-1996.528693,0,3621863
924.4,-3162925.163,9486617.122,0,-5989.35782,-1996.906834,0,3621863
924.5,-3163524.093,9486417.412,0,-5989.231734,-1997.284967,0,3621863
924.6,-3164123.01,9486217.665,0,-5989.105624,-1997.663092,0,3621863
924.7,-3164721.914,9486017.879,0,-5988.97949,-1998.041209,0,3621863
924.8,-3165320.806,9485818.056,0,-5988.853332,-1998.419318,0,3621863
924.9,-3165919.685,9485618.195,0,-5988.72715,-1998.797419,0,3621863
925,-3166518.551,9485418.297,0,-5988.600944,-1999.175513,0,3621863
925.1,-3167117.405,9485218.36,0,-5988.474715,-1999.553598,0,3621863
925.2,-3167716.246,9485018.386,0,-5988.348461,-1999.931675,0,3621863
925.3,-3168315.075,9484818.374,0,-5988.222184,-2000.309744,0,3621863
925.4,-3168913.891,9484618.324,0,-5988.095883,-2000.687806,0,3621863
925.5,-3169512.694,9484418.236,0,-5987.969558,-2001.065859,0,3621863
925.6,-3170111.484,9484218.111,0,-5987.843209,-2001.443904,0,3621863
925.7,-3170710.262,9484017.948,0,-5987.716837,-2001.821942,0,3621863
925.8,-3171309.028,9483817.747,0,-5987.59044,-2002.199971,0,3621863
925.9,-3171907.781,9483617.508,0,-5987.464019,-2002.577992,0,3621863
926,-3172506.521,9483417.231,0,-5987.337575,-2002.956006,0,3621863
926.1,-3173105.248,9483216.916,0,-5987.211107,-2003.334011,0,3621863
926.2,-3173703.963,9483016.564,0,-5987.084615,-2003.712009,0,3621863
926.3,-3174302.665,9482816.174,0,-5986.958099,-2004.089998,0,3621863
926.4,-3174901.354,9482615.746,0,-5986.831559,-2004.46798,0,3621863
926.5,-3175500.031,9482415.28,0,-5986.704996,-2004.845953,0,3621863
926.6,-3176098.695,9482214.777,0,-5986.578408,-2005.223919,0,3621863
926.7,-3176697.347,9482014.236,0,-5986.451797,-2005.601876,0,3621863
926.8,-3177295.986,9481813.657,0,-5986.325162,-2005.979826,0,3621863
926.9,-3177894.612,9481613.04,0,-5986.198502,-2006.357767,0,3621863
927,-3178493.225,9481412.385,0,-5986.071819,-2006.735701,0,3621863
927.1,-3179091.826,9481211.693,0,-5985.945113,-2007.113626,0,3621863
927.2,-3179690.415,9481010.962,0,-5985.818382,-2007.491544,0,3621863
927.3,-3180288.99,9480810.194,0,-5985.691627,-2007.869453,0,3621863
927.4,-3180887.553,9480609.388,0,-5985.564849,-2008.247355,0,3621863
927.5,-3181486.103,9480408.545,0,-5985.438047,-2008.625248,0,3621863
927.6,-3182084.64,9480207.663,0,-5985.311221,-2009.003134,0,3621863
927.7,-3182683.165,9480006.744,0,-5985.184371,-2009.381011,0,3621863
927.8,-3183281.677,9479805.787,0,-5985.057497,-2009.758881,0,3621863
927.9,-3183880.177,9479604.792,0,-5984.930599,-2010.136742,0,3621863
928,-3184478.663,9479403.76,0,-5984.803678,-2010.514596,0,3621863
928.1,-3185077.137,9479202.689,0,-5984.676732,-2010.892441,0,3621863
928.2,-3185675.599,9479001.581,0,-5984.549763,-2011.270278,0,3621863
928.3,-3186274.047,9478800.435,0,-5984.42277,-2011.648108,0,3621863
928.4,-3186872.483,9478599.252,0,-5984.295753,-2012.025929,0,3621863
928.5,-3187470.907,9478398.03,0,-5984.168712,-2012.403743,0,3621863
928.6,-3188069.317,9478196.771,0,-5984.041648,-2012.781548,0,3621863
928.7,-3188667.715,9477995.474,0,-5983.914559,-2013.159345,0,3621863
928.8,-3189266.1,9477794.139,0,-5983.787447,-2013.537135,0,3621863
928.9,-3189864.472,9477592.767,0,-5983.660311,-2013.914916,0,3621863
929,-3190462.832,9477391.356,0,-5983.53315,-2014.292689,0,3621863
929.1,-3191061.179,9477189.908,0,-5983.405967,-2014.670454,0,3621863
929.2,-3191659.513,9476988.422,0,-5983.278759,-2015.048212,0,3621863
929.3,-3192257.835,9476786.898,0,-5983.151527,-2015.425961,0,3621863
929.4,-3192856.144,9476585.337,0,-5983.024272,-2015.803702,0,3621863
929.5,-3193454.44,9476383.738,0,-5982.896992,-2016.181435,0,3621863
929.6,-3194052.723,9476182.101,0,-5982.769689,-2016.55916,0,3621863
929.7,-3194650.994,9475980.426,0,-5982.642362,-2016.936877,0,3621863
929.8,-3195249.251,9475778.713,0,-5982.515011,-2017.314586,0,3621863
929.9,-3195847.497,9475576.963,0,-5982.387637,-2017.692287,0,3621863
930,-3196445.729,9475375.175,0,-5982.260238,-2018.06998,0,3621863
930.1,-3197043.949,9475173.349,0,-5982.132816,-2018.447665,0,3621863
930.2,-3197642.156,9474971.485,0,-5982.005369,-2018.825341,0,3621863
930.3,-3198240.35,9474769.584,0,-5981.877899,-2019.20301,0,3621863
930.4,-3198838.531,9474567.645,0,-5981.750405,-2019.580671,0,3621863
930.5,-3199436.7,9474365.668,0,-5981.622888,-2019.958324,0,3621863
930.6,-3200034.856,9474163.653,0,-5981.495346,-2020.335968,0,3621863
930.7,-3200632.999,9473961.6,0,-5981.367781,-2020.713605,0,3621863
930.8,-3201231.129,9473759.51,0,-5981.240191,-2021.091233,0,3621863
930.9,-3201829.247,9473557.382,0,-5981.112578,-2021.468854,0,3621863
931,-3202427.352,9473355.216,0,-5980.984941,-2021.846466,0,3621863
931.1,-3203025.444,9473153.013,0,-5980.85728,-2022.22407,0,3621863
931.2,-3203623.523,9472950.772,0,-5980.729596,-2022.601667,0,3621863
931.3,-3204221.59,9472748.493,0,-5980.601887,-2022.979255,0,3621863
931.4,-3204819.644,9472546.176,0,-5980.474155,-2023.356835,0,3621863
931.5,-3205417.685,9472343.821,0,-5980.346399,-2023.734407,0,3621863
931.6,-3206015.713,9472141.429,0,-5980.218619,-2024.111971,0,3621863
931.7,-3206613.728,9471938.999,0,-5980.090815,-2024.489527,0,3621863
931.8,-3207211.731,9471736.531,0,-5979.962987,-2024.867075,0,3621863
931.9,-3207809.721,9471534.025,0,-5979.835136,-2025.244615,0,3621863
932,-3208407.698,9471331.482,0,-5979.70726,-2025.622146,0,3621863
932.1,-3209005.662,9471128.901,0,-5979.579361,-2025.99967,0,3621863
932.2,-3209603.614,9470926.282,0,-5979.451438,-2026.377186,0,3621863
932.3,-3210201.553,9470723.626,0,-5979.323491,-2026.754693,0,3621863
932.4,-3210799.479,9470520.931,0,-5979.195521,-2027.132193,0,3621863
932.5,-3211397.392,9470318.199,0,-5979.067526,-2027.509684,0,3621863
932.6,-3211995.292,9470115.429,0,-5978.939508,-2027.887167,0,3621863
932.7,-3212593.18,9469912.622,0,-5978.811466,-2028.264642,0,3621863
932.8,-3213191.054,9469709.776,0,-5978.6834,-2028.642109,0,3621863
932.9,-3213788.916,9469506.893,0,-5978.55531,-2029.019568,0,3621863
933,-3214386.765,9469303.972,0,-5978.427196,-2029.397019,0,3621863
933.1,-3214984.602,9469101.014,0,-5978.299058,-2029.774462,0,3621863
933.2,-3215582.425,9468898.018,0,-5978.170897,-2030.151897,0,3621863
933.3,-3216180.236,9468694.983,0,-5978.042712,-2030.529324,0,3621863
933.4,-3216778.034,9468491.912,0,-5977.914503,-2030.906742,0,3621863
