time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,height_m
0,2588190.451,9659258.263,0,-6098.354479,1634.049158,0,3621863
0.1,2587580.61,9659421.649,0,-6098.457632,1633.664136,0,3621863
0.2,2586970.759,9659584.996,0,-6098.560761,1633.279108,0,3621863
0.3,2586360.898,9659748.304,0,-6098.663866,1632.894073,0,3621863
0.4,2585751.027,9659911.575,0,-6098.766946,1632.509032,0,3621863
0.5,2585141.145,9660074.806,0,-6098.870002,1632.123984,0,3621863
0.6,2584531.253,9660237.999,0,-6098.973034,1631.73893,0,3621863
0.7,2583921.35,9660401.154,0,-6099.076041,1631.353869,0,3621863
0.8,2583311.438,9660564.27,0,-6099.179024,1630.968802,0,3621863
0.9,2582701.514,9660727.348,0,-6099.281983,1630.583728,0,3621863
1,2582091.581,9660890.387,0,-6099.384917,1630.198648,0,3621863
1.1,2581481.637,9661053.387,0,-6099.487827,1629.813561,0,3621863
1.2,2580871.684,9661216.35,0,-6099.590713,1629.428468,0,3621863
1.3,2580261.719,9661379.273,0,-6099.693575,1629.043368,0,3621863
1.4,2579651.745,9661542.158,0,-6099.796412,1628.658262,0,3621863
1.5,2579041.76,9661705.005,0,-6099.899225,1628.273149,0,3621863
1.6,2578431.765,9661867.813,0,-6100.002013,1627.88803,0,3621863
1.7,2577821.76,9662030.582,0,-6100.104778,1627.502904,0,3621863
1.8,2577211.744,9662193.313,0,-6100.207518,1627.117772,0,3621863
1.9,2576601.718,9662356.006,0,-6100.310233,1626.732633,0,3621863
2,2575991.682,9662518.66,0,-6100.412924,1626.347488,0,3621863
2.1,2575381.636,9662681.275,0,-6100.515591,1625.962336,0,3621863
2.2,2574771.579,9662843.852,0,-6100.618234,1625.577178,0,3621863
2.3,2574161.512,9663006.391,0,-6100.720852,1625.192014,0,3621863
2.4,2573551.435,9663168.891,0,-6100.823446,1624.806842,0,3621863
2.5,2572941.347,9663331.352,0,-6100.926016,1624.421665,0,3621863
2.6,2572331.25,9663493.775,0,-6101.028562,1624.036481,0,3621863
2.7,2571721.142,9663656.16,0,-6101.131083,1623.65129,0,3621863
2.8,2571111.023,9663818.505,0,-6101.233579,1623.266093,0,3621863
2.9,2570500.895,9663980.813,0,-6101.336052,1622.88089,0,3621863
3,2569890.756,9664143.082,0,-6101.4385,1622.49568,0,3621863
3.1,2569280.607,9664305.312,0,-6101.540924,1622.110463,0,3621863
3.2,2568670.448,9664467.504,0,-6101.643323,1621.725241,0,3621863
3.3,2568060.278,9664629.657,0,-6101.745698,1621.340011,0,3621863
3.4,2567450.099,9664791.772,0,-6101.848049,1620.954776,0,3621863
3.5,2566839.909,9664953.848,0,-6101.950376,1620.569533,0,3621863
3.6,2566229.709,9665115.886,0,-6102.052678,1620.184285,0,3621863
3.7,2565619.498,9665277.885,0,-6102.154956,1619.799029,0,3621863
3.8,2565009.278,9665439.845,0,-6102.257209,1619.413768,0,3621863
3.9,2564399.047,9665601.768,0,-6102.359439,1619.0285,0,3621863
4,2563788.806,9665763.651,0,-6102.461643,1618.643225,0,3621863
4.1,2563178.555,9665925.496,0,-6102.563824,1618.257944,0,3621863
4.2,2562568.293,9666087.303,0,-6102.66598,1617.872657,0,3621863
4.3,2561958.021,9666249.071,0,-6102.768112,1617.487363,0,3621863
4.4,2561347.739,9666410.8,0,-6102.87022,1617.102062,0,3621863
4.5,2560737.447,9666572.491,0,-6102.972303,1616.716756,0,3621863
4.6,2560127.145,9666734.144,0,-6103.074362,1616.331442,0,3621863
4.7,2559516.832,9666895.757,0,-6103.176397,1615.946123,0,3621863
4.8,2558906.51,9667057.333,0,-6103.278407,1615.560797,0,3621863
4.9,2558296.177,9667218.87,0,-6103.380393,1615.175464,0,3621863
5,2557685.834,9667380.368,0,-6103.482355,1614.790125,0,3621863
5.1,2557075.48,9667541.828,0,-6103.584292,1614.40478,0,3621863
5.2,2556465.117,9667703.249,0,-6103.686205,1614.019428,0,3621863
5.3,2555854.743,9667864.631,0,-6103.788093,1613.63407,0,3621863
5.4,2555244.359,9668025.976,0,-6103.889958,1613.248705,0,3621863
5.5,2554633.965,9668187.281,0,-6103.991798,1612.863334,0,3621863
5.6,2554023.561,9668348.548,0,-6104.093613,1612.477956,0,3621863
5.7,2553413.146,9668509.777,0,-6104.195405,1612.092572,0,3621863
5.8,2552802.722,9668670.967,0,-6104.297172,1611.707182,0,3621863
5.9,2552192.287,9668832.118,0,-6104.398914,1611.321785,0,3621863
6,2551581.842,9668993.231,0,-6104.500633,1610.936381,0,3621863
6.1,2550971.387,9669154.306,0,-6104.602327,1610.550972,0,3621863
6.2,2550360.921,9669315.341,0,-6104.703996,1610.165556,0,3621863
6.3,2549750.446,9669476.339,0,-6104.805642,1609.780133,0,3621863
6.4,2549139.96,9669637.297,0,-6104.907263,1609.394704,0,3621863
6.5,2548529.465,9669798.218,0,-6105.008859,1609.009269,0,3621863
6.6,2547918.959,9669959.099,0,-6105.110432,1608.623827,0,3621863
6.7,2547308.442,9670119.942,0,-6105.21198,1608.238379,0,3621863
6.8,2546697.916,9670280.747,0,-6105.313503,1607.852924,0,3621863
6.9,2546087.38,9670441.513,0,-6105.415003,1607.467463,0,3621863
7,2545476.833,9670602.24,0,-6105.516478,1607.081996,0,3621863
7.1,2544866.276,9670762.929,0,-6105.617928,1606.696522,0,3621863
7.2,2544255.71,9670923.58,0,-6105.719355,1606.311042,0,3621863
7.3,2543645.133,9671084.192,0,-6105.820757,1605.925555,0,3621863
7.4,2543034.545,9671244.765,0,-6105.922134,1605.540062,0,3621863
7.5,2542423.948,9671405.3,0,-6106.023488,1605.154563,0,3621863
7.6,2541813.341,9671565.796,0,-6106.124817,1604.769057,0,3621863
7.7,2541202.723,9671726.253,0,-6106.226121,1604.383544,0,3621863
7.8,2540592.096,9671886.672,0,-6106.327401,1603.998026,0,3621863
7.9,2539981.458,9672047.053,0,-6106.428657,1603.612501,0,3621863
8,2539370.81,9672207.395,0,-6106.529889,1603.226969,0,3621863
8.1,2538760.152,9672367.698,0,-6106.631096,1602.841432,0,3621863
8.2,2538149.484,9672527.963,0,-6106.732279,1602.455887,0,3621863
8.3,2537538.805,9672688.19,0,-6106.833438,1602.070337,0,3621863
8.4,2536928.117,9672848.377,0,-6106.934572,1601.68478,0,3621863
8.5,2536317.418,9673008.526,0,-6107.035682,1601.299216,0,3621863
8.6,2535706.71,9673168.637,0,-6107.136767,1600.913647,0,3621863
8.7,2535095.991,9673328.709,0,-6107.237829,1600.528071,0,3621863
8.8,2534485.262,9673488.743,0,-6107.338865,1600.142488,0,3621863
8.9,2533874.523,9673648.738,0,-6107.439878,1599.756899,0,3621863
9,2533263.774,9673808.694,0,-6107.540866,1599.371304,0,3621863
9.1,2532653.015,9673968.612,0,-6107.64183,1598.985702,0,3621863
9.2,2532042.246,9674128.491,0,-6107.742769,1598.600094,0,3621863
9.3,2531431.467,9674288.332,0,-6107.843685,1598.21448,0,3621863
9.4,2530820.677,9674448.134,0,-6107.944575,1597.828859,0,3621863
9.5,2530209.878,9674607.898,0,-6108.045442,1597.443232,0,3621863
9.6,2529599.068,9674767.623,0,-6108.146284,1597.057599,0,3621863
9.7,2528988.248,9674927.309,0,-6108.247102,1596.671959,0,3621863
9.8,2528377.419,9675086.957,0,-6108.347895,1596.286313,0,3621863
9.9,2527766.579,9675246.567,0,-6108.448664,1595.90066,0,3621863
10,2527155.729,9675406.137,0,-6108.549409,1595.515001,0,3621863
10.1,2526544.869,9675565.67,0,-6108.650129,1595.129336,0,3621863
10.2,2525933.999,9675725.163,0,-6108.750825,1594.743664,0,3621863
10.3,2525323.119,9675884.618,0,-6108.851497,1594.357986,0,3621863
10.4,2524712.229,9676044.035,0,-6108.952144,1593.972302,0,3621863
10.5,2524101.328,9676203.413,0,-6109.052767,1593.586611,0,3621863
10.6,2523490.418,9676362.752,0,-6109.153366,1593.200914,0,3621863
10.7,2522879.498,9676522.053,0,-6109.25394,1592.815211,0,3621863
10.8,2522268.567,9676681.315,0,-6109.35449,1592.429501,0,3621863
10.9,2521657.627,9676840.539,0,-6109.455016,1592.043785,0,3621863
11,2521046.676,9676999.724,0,-6109.555517,1591.658062,0,3621863
11.1,2520435.716,9677158.87,0,-6109.655994,1591.272333,0,3621863
11.2,2519824.745,9677317.978,0,-6109.756446,1590.886598,0,3621863
11.3,2519213.764,9677477.048,0,-6109.856874,1590.500857,0,3621863
11.4,2518602.774,9677636.079,0,-6109.957278,1590.115109,0,3621863
11.5,2517991.773,9677795.071,0,-6110.057658,1589.729355,0,3621863
11.6,2517380.762,9677954.024,0,-6110.158013,1589.343594,0,3621863
11.7,2516769.741,9678112.939,0,-6110.258343,1588.957827,0,3621863
11.8,2516158.71,9678271.816,0,-6110.35865,1588.572054,0,3621863
11.9,2515547.67,9678430.654,0,-6110.458932,1588.186275,0,3621863
12,2514936.619,9678589.453,0,-6110.559189,1587.800489,0,3621863
12.1,2514325.558,9678748.214,0,-6110.659423,1587.414697,0,3621863
12.2,2513714.487,9678906.936,0,-6110.759632,1587.028898,0,3621863
12.3,2513103.406,9679065.62,0,-6110.859816,1586.643093,0,3621863
12.4,2512492.315,9679224.265,0,-6110.959977,1586.257282,0,3621863
12.5,2511881.214,9679382.871,0,-6111.060112,1585.871465,0,3621863
12.6,2511270.103,9679541.439,0,-6111.160224,1585.485641,0,3621863
12.7,2510658.982,9679699.968,0,-6111.260311,1585.099811,0,3621863
12.8,2510047.851,9679858.459,0,-6111.360374,1584.713974,0,3621863
12.9,2509436.71,9680016.911,0,-6111.460412,1584.328132,0,3621863
13,2508825.559,9680175.325,0,-6111.560426,1583.942283,0,3621863
13.1,2508214.398,9680333.7,0,-6111.660416,1583.556427,0,3621863
13.2,2507603.227,9680492.036,0,-6111.760381,1583.170566,0,3621863
13.3,2506992.045,9680650.334,0,-6111.860322,1582.784698,0,3621863
13.4,2506380.854,9680808.593,0,-6111.960239,1582.398823,0,3621863
13.5,2505769.653,9680966.813,0,-6112.060131,1582.012943,0,3621863
13.6,2505158.442,9681124.995,0,-6112.159999,1581.627056,0,3621863
13.7,2504547.221,9681283.139,0,-6112.259843,1581.241163,0,3621863
13.8,2503935.99,9681441.244,0,-6112.359662,1580.855263,0,3621863
13.9,2503324.75,9681599.31,0,-6112.459457,1580.469357,0,3621863
14,2502713.499,9681757.338,0,-6112.559227,1580.083445,0,3621863
14.1,2502102.238,9681915.327,0,-6112.658973,1579.697527,0,3621863
14.2,2501490.967,9682073.277,0,-6112.758695,1579.311602,0,3621863
14.3,2500879.686,9682231.189,0,-6112.858392,1578.925671,0,3621863
14.4,2500268.395,9682389.062,0,-6112.958065,1578.539734,0,3621863
14.5,2499657.094,9682546.897,0,-6113.057714,1578.15379,0,3621863
14.6,2499045.784,9682704.693,0,-6113.157338,1577.76784,0,3621863
14.7,2498434.463,9682862.45,0,-6113.256938,1577.381884,0,3621863
14.8,2497823.132,9683020.169,0,-6113.356514,1576.995922,0,3621863
14.9,2497211.792,9683177.85,0,-6113.456065,1576.609953,0,3621863
15,2496600.441,9683335.491,0,-6113.555592,1576.223978,0,3621863
15.1,2495989.08,9683493.094,0,-6113.655094,1575.837996,0,3621863
15.2,2495377.71,9683650.659,0,-6113.754572,1575.452009,0,3621863
15.3,2494766.33,9683808.185,0,-6113.854026,1575.066015,0,3621863
15.4,2494154.939,9683965.672,0,-6113.953455,1574.680015,0,3621863
15.5,2493543.539,9684123.121,0,-6114.05286,1574.294008,0,3621863
15.6,2492932.129,9684280.531,0,-6114.152241,1573.907996,0,3621863
15.7,2492320.708,9684437.902,0,-6114.251597,1573.521977,0,3621863
15.8,2491709.278,9684595.235,0,-6114.350929,1573.135951,0,3621863
15.9,2491097.838,9684752.53,0,-6114.450236,1572.74992,0,3621863
16,2490486.388,9684909.785,0,-6114.549519,1572.363882,0,3621863
16.1,2489874.928,9685067.002,0,-6114.648778,1571.977838,0,3621863
16.2,2489263.458,9685224.181,0,-6114.748012,1571.591788,0,3621863
16.3,2488651.979,9685381.321,0,-6114.847222,1571.205731,0,3621863
16.4,2488040.489,9685538.422,0,-6114.946408,1570.819668,0,3621863
16.5,2487428.989,9685695.485,0,-6115.045569,1570.433599,0,3621863
16.6,2486817.48,9685852.509,0,-6115.144706,1570.047524,0,3621863
16.7,2486205.96,9686009.494,0,-6115.243818,1569.661442,0,3621863
16.8,2485594.431,9686166.441,0,-6115.342906,1569.275354,0,3621863
16.9,2484982.892,9686323.349,0,-6115.44197,1568.88926,0,3621863
17,2484371.343,9686480.219,0,-6115.541009,1568.50316,0,3621863
17.1,2483759.784,9686637.05,0,-6115.640024,1568.117053,0,3621863
17.2,2483148.215,9686793.842,0,-6115.739015,1567.73094,0,3621863
17.3,2482536.636,9686950.596,0,-6115.837981,1567.344821,0,3621863
17.4,2481925.047,9687107.311,0,-6115.936923,1566.958696,0,3621863
17.5,2481313.449,9687263.988,0,-6116.03584,1566.572564,0,3621863
17.6,2480701.84,9687420.626,0,-6116.134734,1566.186426,0,3621863
17.7,2480090.222,9687577.225,0,-6116.233602,1565.800282,0,3621863
17.8,2479478.593,9687733.786,0,-6116.332447,1565.414131,0,3621863
17.9,2478866.955,9687890.308,0,-6116.431267,1565.027975,0,3621863
18,2478255.307,9688046.791,0,-6116.530062,1564.641812,0,3621863
18.1,2477643.649,9688203.236,0,-6116.628833,1564.255643,0,3621863
18.2,2477031.981,9688359.643,0,-6116.72758,1563.869468,0,3621863
18.3,2476420.304,9688516.01,0,-6116.826302,1563.483286,0,3621863
18.4,2475808.616,9688672.339,0,-6116.925,1563.097098,0,3621863
18.5,2475196.919,9688828.63,0,-6117.023674,1562.710904,0,3621863
18.6,2474585.211,9688984.881,0,-6117.122323,1562.324704,0,3621863
18.7,2473973.494,9689141.095,0,-6117.220948,1561.938498,0,3621863
18.8,2473361.767,9689297.269,0,-6117.319549,1561.552285,0,3621863
18.9,2472750.03,9689453.405,0,-6117.418125,1561.166066,0,3621863
19,2472138.283,9689609.502,0,-6117.516677,1560.779841,0,3621863
19.1,2471526.527,9689765.561,0,-6117.615204,1560.393609,0,3621863
19.2,2470914.76,9689921.581,0,-6117.713707,1560.007372,0,3621863
19.3,2470302.984,9690077.562,0,-6117.812186,1559.621128,0,3621863
19.4,2469691.198,9690233.505,0,-6117.91064,1559.234878,0,3621863
19.5,2469079.402,9690389.409,0,-6118.00907,1558.848622,0,3621863
19.6,2468467.596,9690545.275,0,-6118.107475,1558.462359,0,3621863
19.7,2467855.78,9690701.102,0,-6118.205856,1558.076091,0,3621863
19.8,2467243.955,9690856.89,0,-6118.304213,1557.689816,0,3621863
19.9,2466632.12,9691012.64,0,-6118.402545,1557.303535,0,3621863
20,2466020.274,9691168.351,0,-6118.500853,1556.917247,0,3621863
20.1,2465408.419,9691324.023,0,-6118.599136,1556.530954,0,3621863
20.2,2464796.555,9691479.657,0,-6118.697395,1556.144654,0,3621863
20.3,2464184.68,9691635.252,0,-6118.79563,1555.758348,0,3621863
20.4,2463572.796,9691790.809,0,-6118.89384,1555.372036,0,3621863
20.5,2462960.901,9691946.327,0,-6118.992026,1554.985718,0,3621863
20.6,2462348.997,9692101.806,0,-6119.090188,1554.599393,0,3621863
20.7,2461737.083,9692257.247,0,-6119.188325,1554.213063,0,3621863
20.8,2461125.159,9692412.649,0,-6119.286438,1553.826726,0,3621863
20.9,2460513.226,9692568.012,0,-6119.384526,1553.440383,0,3621863
21,2459901.283,9692723.337,0,-6119.48259,1553.054033,0,3621863
21.1,2459289.329,9692878.623,0,-6119.58063,1552.667678,0,3621863
21.2,2458677.366,9693033.87,0,-6119.678645,1552.281316,0,3621863
21.3,2458065.394,9693189.079,0,-6119.776636,1551.894948,0,3621863
21.4,2457453.411,9693344.249,0,-6119.874602,1551.508574,0,3621863
21.5,2456841.419,9693499.381,0,-6119.972544,1551.122194,0,3621863
21.6,2456229.417,9693654.474,0,-6120.070462,1550.735808,0,3621863
21.7,2455617.405,9693809.528,0,-6120.168355,1550.349415,0,3621863
21.8,2455005.383,9693964.543,0,-6120.266224,1549.963016,0,3621863
21.9,2454393.351,9694119.52,0,-6120.364068,1549.576611,0,3621863
22,2453781.31,9694274.459,0,-6120.461888,1549.1902,0,3621863
22.1,2453169.259,9694429.358,0,-6120.559684,1548.803783,0,3621863
22.2,2452557.198,9694584.22,0,-6120.657455,1548.417359,0,3621863
22.3,2451945.128,9694739.042,0,-6120.755202,1548.03093,0,3621863
22.4,2451333.047,9694893.826,0,-6120.852924,1547.644494,0,3621863
22.5,2450720.957,9695048.571,0,-6120.950622,1547.258052,0,3621863
22.6,2450108.857,9695203.277,0,-6121.048296,1546.871604,0,3621863
22.7,2449496.747,9695357.945,0,-6121.145945,1546.48515,0,3621863
22.8,2448884.628,9695512.574,0,-6121.24357,1546.098689,0,3621863
22.9,2448272.499,9695667.165,0,-6121.34117,1545.712222,0,3621863
23,2447660.36,9695821.717,0,-6121.438747,1545.32575,0,3621863
23.1,2447048.211,9695976.23,0,-6121.536298,1544.939271,0,3621863
23.2,2446436.052,9696130.705,0,-6121.633825,1544.552786,0,3621863
23.3,2445823.884,9696285.141,0,-6121.731328,1544.166294,0,3621863
23.4,2445211.706,9696439.538,0,-6121.828807,1543.779797,0,3621863
23.5,2444599.518,9696593.897,0,-6121.926261,1543.393293,0,3621863
23.6,2443987.321,9696748.217,0,-6122.02369,1543.006784,0,3621863
23.7,2443375.114,9696902.498,0,-6122.121096,1542.620268,0,3621863
23.8,2442762.897,9697056.741,0,-6122.218476,1542.233746,0,3621863
23.9,2442150.67,9697210.945,0,-6122.315833,1541.847217,0,3621863
24,2441538.433,9697365.11,0,-6122.413165,1541.460683,0,3621863
24.1,2440926.187,9697519.237,0,-6122.510473,1541.074143,0,3621863
24.2,2440313.931,9697673.325,0,-6122.607756,1540.687596,0,3621863
24.3,2439701.666,9697827.374,0,-6122.705015,1540.301043,0,3621863
24.4,2439089.39,9697981.385,0,-6122.802249,1539.914484,0,3621863
24.5,2438477.105,9698135.357,0,-6122.899459,1539.527919,0,3621863
24.6,2437864.81,9698289.291,0,-6122.996645,1539.141348,0,3621863
24.7,2437252.506,9698443.186,0,-6123.093806,1538.754771,0,3621863
24.8,2436640.192,9698597.042,0,-6123.190943,1538.368187,0,3621863
24.9,2436027.868,9698750.859,0,-6123.288055,1537.981598,0,3621863
25,2435415.534,9698904.638,0,-6123.385143,1537.595002,0,3621863
25.1,2434803.191,9699058.378,0,-6123.482207,1537.2084,0,3621863
25.2,2434190.838,9699212.08,0,-6123.579246,1536.821792,0,3621863
25.3,2433578.475,9699365.742,0,-6123.67626,1536.435178,0,3621863
25.4,2432966.102,9699519.367,0,-6123.773251,1536.048558,0,3621863
25.5,2432353.72,9699672.952,0,-6123.870217,1535.661932,0,3621863
25.6,2431741.328,9699826.499,0,-6123.967158,1535.275299,0,3621863
25.7,2431128.927,9699980.007,0,-6124.064075,1534.888661,0,3621863
25.8,2430516.516,9700133.477,0,-6124.160968,1534.502016,0,3621863
25.9,2429904.095,9700286.908,0,-6124.257836,1534.115365,0,3621863
26,2429291.664,9700440.3,0,-6124.35468,1533.728708,0,3621863
26.1,2428679.224,9700593.653,0,-6124.4515,1533.342045,0,3621863
26.2,2428066.774,9700746.968,0,-6124.548295,1532.955376,0,3621863
26.3,2427454.314,9700900.244,0,-6124.645065,1532.568701,0,3621863
26.4,2426841.845,9701053.482,0,-6124.741812,1532.18202,0,3621863
26.5,2426229.366,9701206.681,0,-6124.838533,1531.795332,0,3621863
26.6,2425616.877,9701359.841,0,-6124.935231,1531.408639,0,3621863
26.7,2425004.379,9701512.963,0,-6125.031904,1531.021939,0,3621863
26.8,2424391.871,9701666.045,0,-6125.128552,1530.635233,0,3621863
26.9,2423779.353,9701819.09,0,-6125.225177,1530.248521,0,3621863
27,2423166.826,9701972.095,0,-6125.321776,1529.861803,0,3621863
27.1,2422554.289,9702125.062,0,-6125.418352,1529.475079,0,3621863
27.2,2421941.742,9702277.99,0,-6125.514903,1529.088349,0,3621863
27.3,2421329.186,9702430.88,0,-6125.611429,1528.701613,0,3621863
27.4,2420716.62,9702583.731,0,-6125.707931,1528.31487,0,3621863
27.5,2420104.044,9702736.543,0,-6125.804409,1527.928122,0,3621863
27.6,2419491.459,9702889.316,0,-6125.900862,1527.541367,0,3621863
27.7,2418878.864,9703042.051,0,-6125.997291,1527.154607,0,3621863
27.8,2418266.259,9703194.747,0,-6126.093695,1526.76784,0,3621863
27.9,2417653.645,9703347.405,0,-6126.190075,1526.381067,0,3621863
28,2417041.021,9703500.023,0,-6126.286431,1525.994288,0,3621863
28.1,2416428.388,9703652.603,0,-6126.382762,1525.607503,0,3621863
28.2,2415815.745,9703805.145,0,-6126.479069,1525.220712,0,3621863
28.3,2415203.092,9703957.648,0,-6126.575351,1524.833915,0,3621863
28.4,2414590.43,9704110.112,0,-6126.671609,1524.447112,0,3621863
28.5,2413977.758,9704262.537,0,-6126.767842,1524.060302,0,3621863
28.6,2413365.076,9704414.924,0,-6126.864051,1523.673487,0,3621863
28.7,2412752.385,9704567.272,0,-6126.960236,1523.286666,0,3621863
28.8,2412139.684,9704719.581,0,-6127.056396,1522.899838,0,3621863
28.9,2411526.974,9704871.852,0,-6127.152532,1522.513005,0,3621863
29,2410914.253,9705024.084,0,-6127.248643,1522.126165,0,3621863
29.1,2410301.524,9705176.277,0,-6127.34473,1521.739319,0,3621863
29.2,2409688.785,9705328.431,0,-6127.440793,1521.352467,0,3621863
29.3,2409076.036,9705480.547,0,-6127.536831,1520.96561,0,3621863
29.4,2408463.277,9705632.625,0,-6127.632845,1520.578746,0,3621863
29.5,2407850.509,9705784.663,0,-6127.728834,1520.191876,0,3621863
29.6,2407237.731,9705936.663,0,-6127.824799,1519.805,0,3621863
29.7,2406624.944,9706088.624,0,-6127.920739,1519.418118,0,3621863
29.8,2406012.147,9706240.547,0,-6128.016655,1519.031229,0,3621863
29.9,2405399.341,9706392.43,0,-6128.112547,1518.644335,0,3621863
30,2404786.525,9706544.275,0,-6128.208414,1518.257435,0,3621863
30.1,2404173.699,9706696.082,0,-6128.304256,1517.870529,0,3621863
30.2,2403560.864,9706847.85,0,-6128.400075,1517.483616,0,3621863
30.3,2402948.019,9706999.579,0,-6128.495868,1517.096698,0,3621863
30.4,2402335.165,9707151.269,0,-6128.591638,1516.709773,0,3621863
30.5,2401722.301,9707302.92,0,-6128.687383,1516.322843,0,3621863
30.6,2401109.427,9707454.533,0,-6128.783103,1515.935906,0,3621863
30.7,2400496.544,9707606.108,0,-6128.878799,1515.548964,0,3621863
30.8,2399883.651,9707757.643,0,-6128.974471,1515.162015,0,3621863
30.9,2399270.749,9707909.14,0,-6129.070118,1514.775061,0,3621863
31,2398657.837,9708060.598,0,-6129.165741,1514.3881,0,3621863
31.1,2398044.916,9708212.018,0,-6129.26134,1514.001133,0,3621863
31.2,2397431.985,9708363.398,0,-6129.356914,1513.61416,0,3621863
31.3,2396819.045,9708514.741,0,-6129.452463,1513.227181,0,3621863
31.4,2396206.095,9708666.044,0,-6129.547988,1512.840197,0,3621863
31.5,2395593.135,9708817.309,0,-6129.643489,1512.453206,0,3621863
31.6,2394980.166,9708968.535,0,-6129.738965,1512.066209,0,3621863
31.7,2394367.187,9709119.722,0,-6129.834417,1511.679206,0,3621863
31.8,2393754.199,9709270.87,0,-6129.929844,1511.292197,0,3621863
31.9,2393141.201,9709421.98,0,-6130.025247,1510.905182,0,3621863
32,2392528.194,9709573.051,0,-6130.120626,1510.518161,0,3621863
32.1,2391915.177,9709724.084,0,-6130.21598,1510.131134,0,3621863
32.2,2391302.151,9709875.078,0,-6130.311309,1509.744101,0,3621863
32.3,2390689.115,9710026.033,0,-6130.406615,1509.357062,0,3621863
32.4,2390076.07,9710176.949,0,-6130.501895,1508.970017,0,3621863
32.5,2389463.015,9710327.827,0,-6130.597152,1508.582966,0,3621863
32.6,2388849.95,9710478.666,0,-6130.692384,1508.195909,0,3621863
32.7,2388236.876,9710629.466,0,-6130.787591,1507.808846,0,3621863
32.8,2387623.793,9710780.227,0,-6130.882774,1507.421776,0,3621863
32.9,2387010.7,9710930.95,0,-6130.977933,1507.034701,0,3621863
33,2386397.597,9711081.634,0,-6131.073067,1506.64762,0,3621863
33.1,2385784.485,9711232.28,0,-6131.168176,1506.260533,0,3621863
33.2,2385171.363,9711382.886,0,-6131.263262,1505.87344,0,3621863
33.3,2384558.232,9711533.454,0,-6131.358322,1505.486341,0,3621863
33.4,2383945.092,9711683.984,0,-6131.453359,1505.099236,0,3621863
33.5,2383331.942,9711834.474,0,-6131.548371,1504.712124,0,3621863
33.6,2382718.782,9711984.926,0,-6131.643358,1504.325007,0,3621863
33.7,2382105.613,9712135.339,0,-6131.738321,1503.937884,0,3621863
33.8,2381492.434,9712285.714,0,-6131.83326,1503.550755,0,3621863
33.9,2380879.246,9712436.049,0,-6131.928174,1503.16362,0,3621863
34,2380266.049,9712586.346,0,-6132.023064,1502.776479,0,3621863
34.1,2379652.842,9712736.605,0,-6132.117929,1502.389332,0,3621863
34.2,2379039.625,9712886.824,0,-6132.21277,1502.002178,0,3621863
34.3,2378426.399,9713037.005,0,-6132.307586,1501.615019,0,3621863
34.4,2377813.164,9713187.147,0,-6132.402378,1501.227854,0,3621863
34.5,2377199.919,9713337.251,0,-6132.497146,1500.840683,0,3621863
34.6,2376586.664,9713487.315,0,-6132.591889,1500.453506,0,3621863
34.7,2375973.4,9713637.341,0,-6132.686608,1500.066323,0,3621863
34.8,2375360.127,9713787.329,0,-6132.781302,1499.679134,0,3621863
34.9,2374746.844,9713937.277,0,-6132.875971,1499.291939,0,3621863
35,2374133.552,9714087.187,0,-6132.970617,1498.904738,0,3621863
35.1,2373520.25,9714237.058,0,-6133.065238,1498.517531,0,3621863
35.2,2372906.939,9714386.891,0,-6133.159834,1498.130318,0,3621863
35.3,2372293.618,9714536.684,0,-6133.254406,1497.7431,0,3621863
35.4,2371680.288,9714686.439,0,-6133.348953,1497.355875,0,3621863
35.5,2371066.948,9714836.155,0,-6133.443476,1496.968644,0,3621863
35.6,2370453.599,9714985.833,0,-6133.537975,1496.581407,0,3621863
35.7,2369840.241,9715135.472,0,-6133.632449,1496.194164,0,3621863
35.8,2369226.873,9715285.072,0,-6133.726899,1495.806916,0,3621863
35.9,2368613.495,9715434.633,0,-6133.821324,1495.419661,0,3621863
36,2368000.108,9715584.156,0,-6133.915725,1495.0324,0,3621863
36.1,2367386.712,9715733.64,0,-6134.010101,1494.645134,0,3621863
36.2,2366773.306,9715883.085,0,-6134.104453,1494.257861,0,3621863
36.3,2366159.891,9716032.491,0,-6134.198781,1493.870583,0,3621863
36.4,2365546.467,9716181.859,0,-6134.293084,1493.483298,0,3621863
36.5,2364933.033,9716331.188,0,-6134.387362,1493.096008,0,3621863
36.6,2364319.589,9716480.478,0,-6134.481616,1492.708711,0,3621863
36.7,2363706.136,9716629.73,0,-6134.575846,1492.321409,0,3621863
36.8,2363092.674,9716778.942,0,-6134.670051,1491.934101,0,3621863
36.9,2362479.202,9716928.116,0,-6134.764232,1491.546787,0,3621863
37,2361865.721,9717077.252,0,-6134.858388,1491.159467,0,3621863
37.1,2361252.231,9717226.348,0,-6134.95252,1490.77214,0,3621863
37.2,2360638.731,9717375.406,0,-6135.046628,1490.384808,0,3621863
37.3,2360025.221,9717524.425,0,-6135.140711,1489.99747,0,3621863
37.4,2359411.702,9717673.406,0,-6135.234769,1489.610127,0,3621863
37.5,2358798.174,9717822.347,0,-6135.328803,1489.222777,0,3621863
37.6,2358184.637,9717971.25,0,-6135.422813,1488.835421,0,3621863
37.7,2357571.09,9718120.114,0,-6135.516798,1488.448059,0,3621863
37.8,2356957.533,9718268.94,0,-6135.610758,1488.060691,0,3621863
